path,condition,age_group,source,strata
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-chest-visualdx-7.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Scabies/Adult/DermNetNZ/scabies-adult-skin-dermnet-6.jpg,Scabies,Adult,DermNetNZ,Scabies||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-hand-visualdx-6.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Scabies/Adult/DermIS/scabies-adult-buttock-dermis-1.jpg,Scabies,Adult,DermIS,Scabies||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-eye-visualdx-27.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-foot-visualdx-25.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-skin-visualdx-28.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-shoulder-visualdx-1.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-elbow-body-visualdx.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-face-visualdx-36.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Scabies/Adult/DermAtlas/scabies-adult-hand-dermatlas-2.jpg,Scabies,Adult,DermAtlas,Scabies||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-thigh-visualdx-2.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-cheek-visualdx-5.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-skin-visualdx-9.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-eye-visualdx-22.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-hand-visualdx-28.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-back-visualdx-7.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-back-visualdx-7.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-ear-visualdx-1.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Scabies/Adult/Global Skin Atlas/scabies-child-foot-gsa-1.jpg,Scabies,Adult,Global Skin Atlas,Scabies||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-forehead-visualdx-1.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-thigh-visualdx-20.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-eye-visualdx-12.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-eye-visualdx-11.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Cellulitis/Child/Visualdx/cellulitis-child-face-visualdx.jpg,Cellulitis,Child,Visualdx,Cellulitis||Child
Derma AI Images/Dermatitis/Child/Visualdx/dermatitis-child-scalp-visualdx-2.jpg,Dermatitis,Child,Visualdx,Dermatitis||Child
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-arm-visualdx-21.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-skin-visualdx-27.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Scabies/Child/Visualdx/scabies-child-foot-visualdx-2.jpg,Scabies,Child,Visualdx,Scabies||Child
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-feet-visualdx-7.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Cellulitis/Adult/cellulitis-adult-leg-visualdx-17.jpg,Cellulitis,Adult,cellulitis-adult-leg-visualdx-17.jpg,Cellulitis||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-leg-visualdx-2.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-hand-visualdx-38.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-buttock-visualdx-3.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-back-visualdx-11.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Cellulitis/Adult/celllulitis-adult-knee-flickr.jpg,Cellulitis,Adult,celllulitis-adult-knee-flickr.jpg,Cellulitis||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-hand-visualdx-49.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-feet-visualdx-4.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-face-visualdx-24.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-ankle-visualdx-2.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Scabies/Adult/DermNetNZ/scabies-adult-hand-dermnet-12.jpg,Scabies,Adult,DermNetNZ,Scabies||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-leg-dermnz-9.jpg,Cellulitis,Adult,cellulitis-adult-leg-dermnz-9.jpg,Cellulitis||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-hand-visualdx-24.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-chest-visualdx-2.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-eye-visualdx-1.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Scabies/Adult/Global Skin Atlas/scabies-adult-face-gsa-1.jpg,Scabies,Adult,Global Skin Atlas,Scabies||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-hand-visualdx-23.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-back-visualdx-2.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-face-visualdx-34.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-arm-back-buttock-visualdx.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-knee-visualdx-2.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Cellulitis/Adult/cellulitis-adult-leg-dermnz-4.jpg,Cellulitis,Adult,cellulitis-adult-leg-dermnz-4.jpg,Cellulitis||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-face-visualdx-20.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-hand-visualdx-26.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-chest-dermatlas.jpg,Cellulitis,Adult,cellulitis-adult-chest-dermatlas.jpg,Cellulitis||Adult
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-eye-visualdx-4.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Eczema/Child/Visualdx/eczema-child-feet-visualdx-11.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Cellulitis/Adult/celllulitis-adult-leg-flickr-9.jpg,Cellulitis,Adult,celllulitis-adult-leg-flickr-9.jpg,Cellulitis||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-thigh-pcds-3.jpg,Cellulitis,Adult,cellulitis-adult-thigh-pcds-3.jpg,Cellulitis||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-eye-visualdx-2.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-face-visualdx-1.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-cheek-visualdx-3.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Scabies/Adult/Global Skin Atlas/scabies-adult-hand-gsa-19.jpg,Scabies,Adult,Global Skin Atlas,Scabies||Adult
Derma AI Images/Dermatitis/Infant/Visualdx/dermatitis-infant-back-visualdx-4.jpg,Dermatitis,Infant,Visualdx,Dermatitis||Infant
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-eye-visualdx-5.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Scabies/Adult/DermNetNZ/scabies-adult-hand-dermnet-10.jpg,Scabies,Adult,DermNetNZ,Scabies||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-arm-visualdx-23.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-arm-visualdx-19.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-back-visualdx-10.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-eye-pcds.jpg,Cellulitis,Adult,cellulitis-adult-eye-pcds.jpg,Cellulitis||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-skin-visualdx-8.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-arm-visualdx-5.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-foot-visualdx-8.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-ankle-visualdx-24.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-back-visualdx-1.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-hand-visualdx-47.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-buttock-visualdx-1.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Dermatitis/Infant/Visualdx/dermatitis-infant-face-visualdx-11.jpg,Dermatitis,Infant,Visualdx,Dermatitis||Infant
Derma AI Images/Scabies/Adult/DermIS/scabies-adult-hand-dermis-2.jpg,Scabies,Adult,DermIS,Scabies||Adult
Derma AI Images/Scabies/Adult/Global Skin Atlas/scabies-adult-arm-gsa-4.jpg,Scabies,Adult,Global Skin Atlas,Scabies||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-arm-visualdx-28.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-mouth-visualdx-6.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Ringworm/Infant/Visualdx/ringworm-infant-scalp-visualdx-10.jpg,Ringworm,Infant,Visualdx,Ringworm||Infant
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-neck-visualdx-3.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-skin-visualdx-6.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Scabies/Adult/DermNetNZ/scabies-adult-leg-dermnet-1.jpg,Scabies,Adult,DermNetNZ,Scabies||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-hand-visualdx-24.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-hand-visualdx-13.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-eye-visualdx-3.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Eczema/Infant/DermAtlas/celllulitis-infant-face-dermatlas-1.jpg,Eczema,Infant,DermAtlas,Eczema||Infant
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-back-visualdx-5.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-thigh-visualdx-2.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Dermatitis/Child/Visualdx/dermatitis-child-neck-visualdx-3.jpg,Dermatitis,Child,Visualdx,Dermatitis||Child
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-arm-visualdx-1.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-knee-visualdx-6.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Scabies/Infant/Visualdx/scabies-infant-back-visualdx-1.jpg,Scabies,Infant,Visualdx,Scabies||Infant
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-foot-visualdx-3.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-arm-visualdx-7.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-scalp-visualdx-9.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-face-visualdx-23.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-hand-visualdx-16.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-buttocks-visualdx-1.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-hand-visualdx-9.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-mouth-visualdx-8.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Eczema/Adult/DermAtlas/eczema-adult-finger-dermatlas-2.jpg,Eczema,Adult,DermAtlas,Eczema||Adult
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-scalp-visualdx-2.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Scabies/Infant/Visualdx/scabies-infant-hand-visualdx-1.jpg,Scabies,Infant,Visualdx,Scabies||Infant
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-feet-visualdx-17.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Scabies/Infant/Visualdx/scabies-infant-foot-visualdx-1.jpg,Scabies,Infant,Visualdx,Scabies||Infant
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-neck-visualdx-9.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Scabies/Child/Visualdx/scabies-child-hand-visualdx-3.jpg,Scabies,Child,Visualdx,Scabies||Child
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-skin-visualdx-11.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-thigh-visualdx-4.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Cellulitis/Adult/cellulitis-adult-eye-visualdx-11.jpg,Cellulitis,Adult,cellulitis-adult-eye-visualdx-11.jpg,Cellulitis||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-arm-visualdx-1.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-scalp-visualdx-1.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-scalp-visualdx-19.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-skin-visualdx-24.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Dermatitis/Infant/Visualdx/dermatitis-infant-leg-visualdx-1.jpg,Dermatitis,Infant,Visualdx,Dermatitis||Infant
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-foot-visualdx-7.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-foot-dermnz-2.jpg,Cellulitis,Adult,cellulitis-adult-foot-dermnz-2.jpg,Cellulitis||Adult
Derma AI Images/Scabies/Adult/DermNetNZ/scabies-adult-skin-dermnet-3.jpg,Scabies,Adult,DermNetNZ,Scabies||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-arm-visualdx-2.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Scabies/Adult/Global Skin Atlas/scabies-adult-face-gsa-2.jpg,Scabies,Adult,Global Skin Atlas,Scabies||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-hand-visualdx-8.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-cheek-visualdx-6.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-leg-flickr-14.jpg,Cellulitis,Adult,cellulitis-adult-leg-flickr-14.jpg,Cellulitis||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-eye-visualdx-11.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-skin-visualdx-8.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-fingers-visualdx-8.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-buttock-visualdx-4.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-eye-visualdx-16.jpg,Cellulitis,Adult,cellulitis-adult-eye-visualdx-16.jpg,Cellulitis||Adult
Derma AI Images/Dermatitis/Child/Visualdx/dermatitis-child-face-visualdx-5.jpg,Dermatitis,Child,Visualdx,Dermatitis||Child
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-cheek-visualdx-43.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Scabies/Adult/DermIS/scabies-adult-foot-dermis-2.jpg,Scabies,Adult,DermIS,Scabies||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-neck-visualdx-6.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Ringworm/Infant/Visualdx/ringworm-infant-scalp-visualdx-3.jpg,Ringworm,Infant,Visualdx,Ringworm||Infant
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-face-visualdx-29.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-leg-visualdx-7.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Scabies/Adult/DermAtlas/scabies-adult-chest-dermatlas-2.jpg,Scabies,Adult,DermAtlas,Scabies||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-arm-visualdx-11.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Dermatitis/Infant/Visualdx/dermatitis-infant-face-neck-trunk-arms-visualdx.jpg,Dermatitis,Infant,Visualdx,Dermatitis||Infant
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-chest-visualdx-3.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-feet-visualdx-15.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-leg-dermnz-17.jpg,Cellulitis,Adult,cellulitis-adult-leg-dermnz-17.jpg,Cellulitis||Adult
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-eye-visualdx-3.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-scalp-visualdx-1.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-skin-visualdx-3.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-scalp-visualdx-33.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-hand-visualdx-29.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-hand-visualdx-7.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Cellulitis/Adult/cellulitis-adult-ankle-medscape.jpg,Cellulitis,Adult,cellulitis-adult-ankle-medscape.jpg,Cellulitis||Adult
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-feet-visualdx-6.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Scabies/Child/Visualdx/scabies-child-hand-visualdx-2.jpg,Scabies,Child,Visualdx,Scabies||Child
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-chest-visualdx-9.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-back-visualdx-2.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-face-visualdx-4.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-hand-visualdx-23.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Scabies/Adult/Global Skin Atlas/scabies-adult-neck-gsa-1.jpg,Scabies,Adult,Global Skin Atlas,Scabies||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-eye-visualdx-12.jpg,Cellulitis,Adult,cellulitis-adult-eye-visualdx-12.jpg,Cellulitis||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-skin-visualdx-13.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Scabies/Adult/Global Skin Atlas/scabies-adult-hand-gsa-20.jpg,Scabies,Adult,Global Skin Atlas,Scabies||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-skin-flickr-1.jpg,Cellulitis,Adult,cellulitis-adult-skin-flickr-1.jpg,Cellulitis||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-back-visualdx-6.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-leg-pcds-12.jpg,Cellulitis,Adult,cellulitis-adult-leg-pcds-12.jpg,Cellulitis||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-mouth-visualdx-1.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-hand-visualdx-4.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-eye-visualdx-9.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-back-visualdx-1.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Scabies/Adult/DermIS/scabies-adult-hand-dermis-1.jpg,Scabies,Adult,DermIS,Scabies||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-arm-visualdx-13.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-chest-visualdx-1.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-skin-visualdx-18.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-hand-visualdx-31.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Eczema/Child/DermAtlas/celllulitis-child-face-dermatlas-2.jpg,Eczema,Child,DermAtlas,Eczema||Child
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-face-visualdx-26.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-scalp-flickr-1.jpg,Cellulitis,Adult,cellulitis-adult-scalp-flickr-1.jpg,Cellulitis||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-arm-visualdx-15.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-leg-visualdx-1.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-shin-visualdx-2.jpg,Cellulitis,Adult,cellulitis-adult-shin-visualdx-2.jpg,Cellulitis||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-fingers-visualdx-5.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-arm-visualdx-7.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-wrist-visualdx-6.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-ankle-visualdx-12.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-feet-visualdx-1.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-arm-visualdx-21.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Scabies/Adult/Global Skin Atlas/scabies-adult-leg-gsa-1.jpg,Scabies,Adult,Global Skin Atlas,Scabies||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-leg-visualdx-12.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-arm-visualdx-22.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-foot-pcds-1.jpg,Cellulitis,Adult,cellulitis-adult-foot-pcds-1.jpg,Cellulitis||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-skin-visualdx-20.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Scabies/Adult/Global Skin Atlas/scabies-adult-skin-gsa-4.jpg,Scabies,Adult,Global Skin Atlas,Scabies||Adult
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-mouth-visualdx-7.jpg,Eczema,Infant,Visualdx,Eczema||Infant
